perceptual_hash,file,condition,assigned_split,action
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_004.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_005.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_006.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_007.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_008.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_009.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_010.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_011.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_012.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_013.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_014.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_015.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_016.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_017.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_018.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_019.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_020.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_021.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_022.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_023.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_024.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_025.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_026.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_027.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_028.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_029.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_030.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_031.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_032.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_033.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_034.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_035.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_036.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_037.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_038.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_039.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_040.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_041.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_042.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_043.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_044.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_045.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_046.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_047.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_048.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_049.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_050.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_051.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_052.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_053.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_054.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_055.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_056.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_057.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_058.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Common_Rust\Maize___Common_Rust_real_059.jpg,Maize___Common_Rust,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_005.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_007.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_014.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_016.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_023.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_024.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111000011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_025.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_031.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_033.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_034.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000000111100011111100111111001111110011111100011110000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_img_038.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_000.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_001.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_002.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_003.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_004.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_005.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_006.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_007.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_008.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_009.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_010.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_011.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_012.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_013.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_014.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_015.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_016.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_017.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_018.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_019.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_020.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_021.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_022.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
0000000001111110011111100111111001111110011111100111111000000000,D:\Development\Projects\project\dataset_6crop\Maize___Gray_Leaf_Spot\Maize___Gray_Leaf_Spot_real_023.jpg,Maize___Gray_Leaf_Spot,train,FORCE_SAME_SPLIT_GROUP
